dtpricon;regiao;loctudet;metastaticos;estadios;fetar;obito1ano;obito;pop
2008;sudeste;reto;nao metastaticos;I;>=60;18;75;160
2008;sudeste;reto;nao metastaticos;II;<60;13;68;201
2008;sudeste;reto;nao metastaticos;II;>=60;33;118;268
2008;sudeste;reto;nao metastaticos;III;<60;14;89;212
2008;sudeste;reto;nao metastaticos;III;>=60;48;155;277
2008;sudeste;reto;metastaticos;IV;<60;82;161;204
2008;sudeste;reto;metastaticos;IV;>=60;91;152;179
2008;sul;colon;nao metastaticos;I;<60;0;0;10
2008;sul;colon;nao metastaticos;I;>=60;3;4;23
2008;sul;colon;nao metastaticos;II;<60;2;3;77
2008;sul;colon;nao metastaticos;II;>=60;13;16;116
2008;sul;colon;nao metastaticos;III;<60;4;10;102
2008;sul;colon;nao metastaticos;III;>=60;6;11;103
2008;sul;colon;metastaticos;IV;<60;16;32;84
2008;sul;colon;metastaticos;IV;>=60;15;29;100
2008;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;5
2008;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;7
2008;sul;juncao retossigmoide;nao metastaticos;II;<60;0;1;16
2008;sul;juncao retossigmoide;nao metastaticos;II;>=60;2;2;20
2008;sul;juncao retossigmoide;nao metastaticos;III;<60;0;3;21
2008;sul;juncao retossigmoide;nao metastaticos;III;>=60;1;7;28
2008;sul;juncao retossigmoide;metastaticos;IV;<60;2;2;17
2008;sul;juncao retossigmoide;metastaticos;IV;>=60;2;4;22
2008;sul;reto;nao metastaticos;I;<60;0;1;23
2008;sul;reto;nao metastaticos;I;>=60;2;3;33
2008;sul;reto;nao metastaticos;II;<60;2;5;59
2008;sul;reto;nao metastaticos;II;>=60;3;12;76
2008;sul;reto;nao metastaticos;III;<60;5;10;75
2008;sul;reto;nao metastaticos;III;>=60;18;25;115
2008;sul;reto;metastaticos;IV;<60;7;15;47
2008;sul;reto;metastaticos;IV;>=60;7;11;64
2009;centroeste;colon;nao metastaticos;I;<60;0;0;4
2009;centroeste;colon;nao metastaticos;II;<60;0;0;12
2009;centroeste;colon;nao metastaticos;II;>=60;0;0;8
2009;centroeste;colon;nao metastaticos;III;<60;0;0;21
2009;centroeste;colon;nao metastaticos;III;>=60;0;1;5
2009;centroeste;colon;metastaticos;IV;<60;0;2;11
2009;centroeste;colon;metastaticos;IV;>=60;3;5;13
2009;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;1
2009;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;2
2009;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;1
2009;centroeste;juncao retossigmoide;metastaticos;IV;<60;1;1;2
2009;centroeste;juncao retossigmoide;metastaticos;IV;>=60;1;2;4
2009;centroeste;reto;nao metastaticos;I;>=60;0;0;1
2009;centroeste;reto;nao metastaticos;II;<60;0;1;5
2009;centroeste;reto;nao metastaticos;II;>=60;0;2;13
2009;centroeste;reto;nao metastaticos;III;<60;1;1;11
2009;centroeste;reto;nao metastaticos;III;>=60;1;2;8
2009;centroeste;reto;metastaticos;IV;<60;1;2;5
2009;centroeste;reto;metastaticos;IV;>=60;1;1;4
2009;nordeste;colon;nao metastaticos;I;<60;0;1;13
2009;nordeste;colon;nao metastaticos;I;>=60;1;4;15
2009;nordeste;colon;nao metastaticos;II;<60;0;5;59
2009;nordeste;colon;nao metastaticos;II;>=60;5;7;62
2009;nordeste;colon;nao metastaticos;III;<60;4;7;79
2009;nordeste;colon;nao metastaticos;III;>=60;3;6;62
2009;nordeste;colon;metastaticos;IV;<60;11;24;64
2009;nordeste;colon;metastaticos;IV;>=60;4;8;43
2009;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;2
2009;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2009;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2009;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;7
2009;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;11
2009;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;0;2;10
2009;nordeste;juncao retossigmoide;metastaticos;IV;<60;1;1;5
2009;nordeste;juncao retossigmoide;metastaticos;IV;>=60;1;2;9
2009;nordeste;reto;nao metastaticos;I;<60;0;1;23
2009;nordeste;reto;nao metastaticos;I;>=60;0;1;22
2009;nordeste;reto;nao metastaticos;II;<60;1;5;47
2009;nordeste;reto;nao metastaticos;II;>=60;3;7;64
2009;nordeste;reto;nao metastaticos;III;<60;8;16;75
2009;nordeste;reto;nao metastaticos;III;>=60;12;15;68
2009;nordeste;reto;metastaticos;IV;<60;9;15;34
2009;nordeste;reto;metastaticos;IV;>=60;6;13;38
2009;norte;colon;nao metastaticos;I;<60;0;0;4
2009;norte;colon;nao metastaticos;I;>=60;0;0;1
2009;norte;colon;nao metastaticos;II;<60;0;0;3
2009;norte;colon;nao metastaticos;II;>=60;1;1;5
2009;norte;colon;nao metastaticos;III;<60;0;0;17
2009;norte;colon;nao metastaticos;III;>=60;1;3;13
2009;norte;colon;metastaticos;IV;<60;1;3;5
2009;norte;colon;metastaticos;IV;>=60;2;3;6
2009;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2009;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;1
2009;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2009;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;3
2009;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;3
2009;norte;juncao retossigmoide;metastaticos;IV;<60;0;2;3
2009;norte;juncao retossigmoide;metastaticos;IV;>=60;0;1;1
2009;norte;reto;nao metastaticos;I;<60;0;0;1
2009;norte;reto;nao metastaticos;I;>=60;0;0;2
2009;norte;reto;nao metastaticos;II;<60;0;0;9
2009;norte;reto;nao metastaticos;II;>=60;2;3;8
2009;norte;reto;nao metastaticos;III;<60;2;8;16
2009;norte;reto;nao metastaticos;III;>=60;2;7;14
2009;norte;reto;metastaticos;IV;<60;3;5;10
2009;norte;reto;metastaticos;IV;>=60;3;5;13
2009;sudeste;colon;nao metastaticos;I;<60;3;12;74
2009;sudeste;colon;nao metastaticos;I;>=60;15;48;149
2009;sudeste;colon;nao metastaticos;II;<60;15;57;262
2009;sudeste;colon;nao metastaticos;II;>=60;52;146;381
2009;sudeste;colon;nao metastaticos;III;<60;27;131;314
2009;sudeste;colon;nao metastaticos;III;>=60;67;196;375
2009;sudeste;colon;metastaticos;IV;<60;117;220;295
2009;sudeste;colon;metastaticos;IV;>=60;181;286;340
2009;sudeste;juncao retossigmoide;nao metastaticos;I;<60;2;2;13
2009;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;2;4;19
2009;sudeste;juncao retossigmoide;nao metastaticos;II;<60;2;3;37
2009;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;3;20;50
2009;sudeste;juncao retossigmoide;nao metastaticos;III;<60;1;7;37
2009;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;9;21;54
2009;sudeste;juncao retossigmoide;metastaticos;IV;<60;7;19;33
2009;sudeste;juncao retossigmoide;metastaticos;IV;>=60;14;30;36
2009;sudeste;reto;nao metastaticos;I;<60;8;23;103
2009;sudeste;reto;nao metastaticos;I;>=60;11;55;159
2009;sudeste;reto;nao metastaticos;II;<60;17;86;254
2009;sudeste;reto;nao metastaticos;II;>=60;48;154;325
2009;sudeste;reto;nao metastaticos;III;<60;14;101;243
2009;sudeste;reto;nao metastaticos;III;>=60;52;160;284
2009;sudeste;reto;metastaticos;IV;<60;86;176;226
2009;sudeste;reto;metastaticos;IV;>=60;90;185;212
2009;sul;colon;nao metastaticos;I;<60;0;1;21
2009;sul;colon;nao metastaticos;I;>=60;0;1;19
2009;sul;colon;nao metastaticos;II;<60;0;6;75
2009;sul;colon;nao metastaticos;II;>=60;4;7;96
2009;sul;colon;nao metastaticos;III;<60;7;12;126
2009;sul;colon;nao metastaticos;III;>=60;4;11;108
2009;sul;colon;metastaticos;IV;<60;22;32;94
2009;sul;colon;metastaticos;IV;>=60;20;33;106
2009;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;3
2009;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;2
2009;sul;juncao retossigmoide;nao metastaticos;II;<60;1;2;13
2009;sul;juncao retossigmoide;nao metastaticos;II;>=60;1;1;10
2009;sul;juncao retossigmoide;nao metastaticos;III;<60;1;1;24
2009;sul;juncao retossigmoide;nao metastaticos;III;>=60;1;2;19
2009;sul;juncao retossigmoide;metastaticos;IV;<60;5;8;21
2009;sul;juncao retossigmoide;metastaticos;IV;>=60;3;6;17
2009;sul;reto;nao metastaticos;I;<60;0;1;16
2009;sul;reto;nao metastaticos;I;>=60;1;1;27
2009;sul;reto;nao metastaticos;II;<60;2;6;84
2009;sul;reto;nao metastaticos;II;>=60;5;6;83
2009;sul;reto;nao metastaticos;III;<60;7;12;103
2009;sul;reto;nao metastaticos;III;>=60;10;15;112
2009;sul;reto;metastaticos;IV;<60;1;8;44
2009;sul;reto;metastaticos;IV;>=60;3;10;56
2010;centroeste;colon;nao metastaticos;I;>=60;1;1;3
2010;centroeste;colon;nao metastaticos;II;<60;1;2;13
2010;centroeste;colon;nao metastaticos;II;>=60;0;1;21
2010;centroeste;colon;nao metastaticos;III;<60;0;2;25
2010;centroeste;colon;nao metastaticos;III;>=60;0;2;17
2010;centroeste;colon;metastaticos;IV;<60;6;10;19
2010;centroeste;colon;metastaticos;IV;>=60;1;5;17
2010;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;3
2010;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;2
2010;centroeste;juncao retossigmoide;nao metastaticos;III;<60;1;1;4
2010;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;1;4
2010;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;1;2
2010;centroeste;juncao retossigmoide;metastaticos;IV;>=60;1;1;4
2010;centroeste;reto;nao metastaticos;I;<60;1;1;2
2010;centroeste;reto;nao metastaticos;I;>=60;0;0;1
2010;centroeste;reto;nao metastaticos;II;<60;0;0;9
2010;centroeste;reto;nao metastaticos;II;>=60;0;0;8
2010;centroeste;reto;nao metastaticos;III;<60;1;2;17
2010;centroeste;reto;nao metastaticos;III;>=60;1;2;13
2010;centroeste;reto;metastaticos;IV;<60;1;1;4
2010;centroeste;reto;metastaticos;IV;>=60;1;2;6
2010;nordeste;colon;nao metastaticos;I;<60;0;0;11
2010;nordeste;colon;nao metastaticos;I;>=60;0;0;15
2010;nordeste;colon;nao metastaticos;II;<60;0;2;68
2010;nordeste;colon;nao metastaticos;II;>=60;5;13;77
2010;nordeste;colon;nao metastaticos;III;<60;6;14;60
2010;nordeste;colon;nao metastaticos;III;>=60;10;15;76
2010;nordeste;colon;metastaticos;IV;<60;10;30;77
2010;nordeste;colon;metastaticos;IV;>=60;11;15;49
2010;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;3
2010;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;2;3
2010;nordeste;juncao retossigmoide;nao metastaticos;II;<60;1;3;10
2010;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;16
2010;nordeste;juncao retossigmoide;nao metastaticos;III;<60;1;3;13
2010;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;2;4;13
2010;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;5;11
2010;nordeste;juncao retossigmoide;metastaticos;IV;>=60;2;5;10
2010;nordeste;reto;nao metastaticos;I;<60;1;1;9
2010;nordeste;reto;nao metastaticos;I;>=60;0;2;21
2010;nordeste;reto;nao metastaticos;II;<60;4;8;47
2010;nordeste;reto;nao metastaticos;II;>=60;5;9;63
2010;nordeste;reto;nao metastaticos;III;<60;4;19;84
2010;nordeste;reto;nao metastaticos;III;>=60;11;21;86
2010;nordeste;reto;metastaticos;IV;<60;13;22;36
2010;nordeste;reto;metastaticos;IV;>=60;12;17;39
2010;norte;colon;nao metastaticos;I;<60;0;0;2
2010;norte;colon;nao metastaticos;I;>=60;0;0;2
2010;norte;colon;nao metastaticos;II;<60;0;0;6
2010;norte;colon;nao metastaticos;II;>=60;1;1;7
2010;norte;colon;nao metastaticos;III;<60;1;2;12
2010;norte;colon;nao metastaticos;III;>=60;1;2;12
2010;norte;colon;metastaticos;IV;<60;3;5;11
2010;norte;colon;metastaticos;IV;>=60;2;4;10
2010;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;3
2010;norte;juncao retossigmoide;nao metastaticos;II;<60;0;1;2
2010;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;2
2010;norte;juncao retossigmoide;nao metastaticos;III;<60;0;1;3
2010;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;1
2010;norte;juncao retossigmoide;metastaticos;IV;<60;0;1;1
2010;norte;juncao retossigmoide;metastaticos;IV;>=60;0;1;2
2010;norte;reto;nao metastaticos;I;<60;0;0;1
2010;norte;reto;nao metastaticos;I;>=60;0;0;2
2010;norte;reto;nao metastaticos;II;<60;1;3;10
2010;norte;reto;nao metastaticos;II;>=60;0;2;6
2010;norte;reto;nao metastaticos;III;<60;0;2;9
2010;norte;reto;nao metastaticos;III;>=60;2;4;9
2010;norte;reto;metastaticos;IV;<60;1;4;12
2010;norte;reto;metastaticos;IV;>=60;3;6;9
2010;sudeste;colon;nao metastaticos;I;<60;5;18;115
2010;sudeste;colon;nao metastaticos;I;>=60;16;55;160
2010;sudeste;colon;nao metastaticos;II;<60;17;56;285
2010;sudeste;colon;nao metastaticos;II;>=60;66;194;468
2010;sudeste;colon;nao metastaticos;III;<60;34;128;326
2010;sudeste;colon;nao metastaticos;III;>=60;77;223;446
2010;sudeste;colon;metastaticos;IV;<60;124;251;317
2010;sudeste;colon;metastaticos;IV;>=60;169;286;351
2010;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;23
2010;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;5;9;36
2010;sudeste;juncao retossigmoide;nao metastaticos;II;<60;2;10;52
2010;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;7;19;58
2010;sudeste;juncao retossigmoide;nao metastaticos;III;<60;3;13;43
2010;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;9;25;62
2010;sudeste;juncao retossigmoide;metastaticos;IV;<60;10;29;32
2010;sudeste;juncao retossigmoide;metastaticos;IV;>=60;14;29;36
2010;sudeste;reto;nao metastaticos;I;<60;6;30;119
2010;sudeste;reto;nao metastaticos;I;>=60;13;62;172
2010;sudeste;reto;nao metastaticos;II;<60;27;95;265
2010;sudeste;reto;nao metastaticos;II;>=60;68;204;385
2010;sudeste;reto;nao metastaticos;III;<60;19;108;277
2010;sudeste;reto;nao metastaticos;III;>=60;50;155;299
2010;sudeste;reto;metastaticos;IV;<60;85;164;199
2010;sudeste;reto;metastaticos;IV;>=60;101;193;233
2010;sul;colon;nao metastaticos;I;<60;0;0;24
2010;sul;colon;nao metastaticos;I;>=60;1;3;38
2010;sul;colon;nao metastaticos;II;<60;1;5;113
2010;sul;colon;nao metastaticos;II;>=60;7;15;133
2010;sul;colon;nao metastaticos;III;<60;2;12;114
2010;sul;colon;nao metastaticos;III;>=60;13;30;177
2010;sul;colon;metastaticos;IV;<60;34;56;141
2010;sul;colon;metastaticos;IV;>=60;28;53;170
2010;sul;juncao retossigmoide;nao metastaticos;I;<60;1;1;12
2010;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;5
2010;sul;juncao retossigmoide;nao metastaticos;II;<60;1;3;15
2010;sul;juncao retossigmoide;nao metastaticos;II;>=60;0;0;14
2010;sul;juncao retossigmoide;nao metastaticos;III;<60;4;6;31
2010;sul;juncao retossigmoide;nao metastaticos;III;>=60;5;11;31
2010;sul;juncao retossigmoide;metastaticos;IV;<60;2;6;20
2010;sul;juncao retossigmoide;metastaticos;IV;>=60;4;9;20
2010;sul;reto;nao metastaticos;I;<60;0;2;29
2010;sul;reto;nao metastaticos;I;>=60;5;5;37
2010;sul;reto;nao metastaticos;II;<60;3;11;83
2010;sul;reto;nao metastaticos;II;>=60;8;13;96
2010;sul;reto;nao metastaticos;III;<60;10;19;93
2010;sul;reto;nao metastaticos;III;>=60;22;32;145
2010;sul;reto;metastaticos;IV;<60;17;37;85
2010;sul;reto;metastaticos;IV;>=60;22;36;70
2011;centroeste;colon;nao metastaticos;I;<60;0;0;2
2011;centroeste;colon;nao metastaticos;I;>=60;0;0;2
2011;centroeste;colon;nao metastaticos;II;<60;0;0;12
2011;centroeste;colon;nao metastaticos;II;>=60;1;3;19
2011;centroeste;colon;nao metastaticos;III;<60;1;1;12
2011;centroeste;colon;nao metastaticos;III;>=60;0;2;10
2011;centroeste;colon;metastaticos;IV;<60;2;4;10
2011;centroeste;colon;metastaticos;IV;>=60;6;8;11
2011;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2011;centroeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2011;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;3
2011;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;2
2011;centroeste;juncao retossigmoide;metastaticos;IV;<60;1;3;3
2011;centroeste;reto;nao metastaticos;I;<60;1;1;1
2011;centroeste;reto;nao metastaticos;I;>=60;0;0;3
2011;centroeste;reto;nao metastaticos;II;<60;0;0;6
2011;centroeste;reto;nao metastaticos;II;>=60;0;0;6
2011;centroeste;reto;nao metastaticos;III;<60;0;0;6
2011;centroeste;reto;nao metastaticos;III;>=60;2;3;17
2011;centroeste;reto;metastaticos;IV;<60;2;2;5
2011;centroeste;reto;metastaticos;IV;>=60;2;2;6
2011;nordeste;colon;nao metastaticos;I;<60;0;2;13
2011;nordeste;colon;nao metastaticos;I;>=60;0;0;12
2011;nordeste;colon;nao metastaticos;II;<60;2;5;71
2011;nordeste;colon;nao metastaticos;II;>=60;5;6;83
2011;nordeste;colon;nao metastaticos;III;<60;6;11;84
2011;nordeste;colon;nao metastaticos;III;>=60;5;11;94
2011;nordeste;colon;metastaticos;IV;<60;11;22;77
2011;nordeste;colon;metastaticos;IV;>=60;13;19;66
2011;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;6
2011;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;7
2011;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;9
2011;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;2;2;10
2011;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;10
2011;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;2;12
2011;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;10;15
2011;nordeste;juncao retossigmoide;metastaticos;IV;>=60;3;5;9
2011;nordeste;reto;nao metastaticos;I;<60;0;2;22
2011;nordeste;reto;nao metastaticos;I;>=60;0;0;24
2011;nordeste;reto;nao metastaticos;II;<60;3;8;71
2011;nordeste;reto;nao metastaticos;II;>=60;11;22;83
2011;nordeste;reto;nao metastaticos;III;<60;6;9;68
2011;nordeste;reto;nao metastaticos;III;>=60;13;25;85
2011;nordeste;reto;metastaticos;IV;<60;13;19;58
2011;nordeste;reto;metastaticos;IV;>=60;18;31;67
2011;norte;colon;nao metastaticos;I;<60;0;0;2
2011;norte;colon;nao metastaticos;I;>=60;0;0;1
2011;norte;colon;nao metastaticos;II;<60;1;2;11
2011;norte;colon;nao metastaticos;II;>=60;0;2;6
2011;norte;colon;nao metastaticos;III;<60;0;2;21
2011;norte;colon;nao metastaticos;III;>=60;1;3;8
2011;norte;colon;metastaticos;IV;<60;4;5;9
2011;norte;colon;metastaticos;IV;>=60;5;5;8
2011;norte;juncao retossigmoide;nao metastaticos;II;<60;1;1;2
2011;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2011;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2011;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;0;3
2011;norte;juncao retossigmoide;metastaticos;IV;<60;2;2;3
2011;norte;juncao retossigmoide;metastaticos;IV;>=60;1;1;1
2011;norte;reto;nao metastaticos;I;<60;0;0;1
2011;norte;reto;nao metastaticos;I;>=60;0;1;5
2011;norte;reto;nao metastaticos;II;<60;2;3;7
2011;norte;reto;nao metastaticos;II;>=60;1;4;9
2011;norte;reto;nao metastaticos;III;<60;2;3;8
2011;norte;reto;nao metastaticos;III;>=60;6;7;13
2011;norte;reto;metastaticos;IV;<60;4;8;11
2011;norte;reto;metastaticos;IV;>=60;4;5;9
2011;sudeste;colon;nao metastaticos;I;<60;5;15;114
2011;sudeste;colon;nao metastaticos;I;>=60;18;50;164
2011;sudeste;colon;nao metastaticos;II;<60;16;60;308
2011;sudeste;colon;nao metastaticos;II;>=60;51;158;492
2011;sudeste;colon;nao metastaticos;III;<60;42;133;374
2011;sudeste;colon;nao metastaticos;III;>=60;72;210;461
2011;sudeste;colon;metastaticos;IV;<60;139;275;378
2011;sudeste;colon;metastaticos;IV;>=60;198;343;447
2011;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;18
2011;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;6;29
2011;sudeste;juncao retossigmoide;nao metastaticos;II;<60;3;11;51
2011;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;9;26;89
2011;sudeste;juncao retossigmoide;nao metastaticos;III;<60;3;18;60
2011;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;14;32;80
2011;sudeste;juncao retossigmoide;metastaticos;IV;<60;14;39;52
2011;sudeste;juncao retossigmoide;metastaticos;IV;>=60;19;30;40
2011;sudeste;reto;nao metastaticos;I;<60;0;15;107
2011;sudeste;reto;nao metastaticos;I;>=60;22;65;176
2011;sudeste;reto;nao metastaticos;II;<60;14;72;274
2011;sudeste;reto;nao metastaticos;II;>=60;62;165;353
2011;sudeste;reto;nao metastaticos;III;<60;25;119;327
2011;sudeste;reto;nao metastaticos;III;>=60;68;199;382
2011;sudeste;reto;metastaticos;IV;<60;60;171;220
2011;sudeste;reto;metastaticos;IV;>=60;122;223;265
2011;sul;colon;nao metastaticos;I;<60;0;2;26
2011;sul;colon;nao metastaticos;I;>=60;5;5;49
2011;sul;colon;nao metastaticos;II;<60;1;2;108
2011;sul;colon;nao metastaticos;II;>=60;11;17;147
2011;sul;colon;nao metastaticos;III;<60;10;18;162
2011;sul;colon;nao metastaticos;III;>=60;13;20;185
2011;sul;colon;metastaticos;IV;<60;41;66;155
2011;sul;colon;metastaticos;IV;>=60;35;62;188
2011;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;7
2011;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;2;14
2011;sul;juncao retossigmoide;nao metastaticos;II;<60;0;2;18
2011;sul;juncao retossigmoide;nao metastaticos;II;>=60;1;3;24
2011;sul;juncao retossigmoide;nao metastaticos;III;<60;2;4;24
2011;sul;juncao retossigmoide;nao metastaticos;III;>=60;3;5;38
2011;sul;juncao retossigmoide;metastaticos;IV;<60;3;4;16
2011;sul;juncao retossigmoide;metastaticos;IV;>=60;3;11;23
2011;sul;reto;nao metastaticos;I;<60;0;1;29
2011;sul;reto;nao metastaticos;I;>=60;4;4;33
2011;sul;reto;nao metastaticos;II;<60;3;5;78
2011;sul;reto;nao metastaticos;II;>=60;9;11;99
2011;sul;reto;nao metastaticos;III;<60;11;14;122
2011;sul;reto;nao metastaticos;III;>=60;20;25;137
2011;sul;reto;metastaticos;IV;<60;18;39;91
2011;sul;reto;metastaticos;IV;>=60;15;27;80
2012;centroeste;colon;nao metastaticos;I;<60;0;0;7
2012;centroeste;colon;nao metastaticos;I;>=60;0;0;7
2012;centroeste;colon;nao metastaticos;II;<60;1;1;10
2012;centroeste;colon;nao metastaticos;II;>=60;3;5;13
2012;centroeste;colon;nao metastaticos;III;<60;2;3;21
2012;centroeste;colon;nao metastaticos;III;>=60;1;1;10
2012;centroeste;colon;metastaticos;IV;<60;3;5;13
2012;centroeste;colon;metastaticos;IV;>=60;1;2;9
2012;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2012;centroeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2012;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;5
2012;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;1
2012;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;1
2012;centroeste;reto;nao metastaticos;I;<60;0;1;3
2012;centroeste;reto;nao metastaticos;I;>=60;0;0;2
2012;centroeste;reto;nao metastaticos;II;<60;0;0;11
2012;centroeste;reto;nao metastaticos;II;>=60;1;3;11
2012;centroeste;reto;nao metastaticos;III;<60;0;0;11
2012;centroeste;reto;nao metastaticos;III;>=60;0;1;11
2012;centroeste;reto;metastaticos;IV;<60;1;2;5
2012;centroeste;reto;metastaticos;IV;>=60;5;6;11
2012;nordeste;colon;nao metastaticos;I;<60;0;0;15
2012;nordeste;colon;nao metastaticos;I;>=60;1;1;15
2012;nordeste;colon;nao metastaticos;II;<60;5;9;72
2012;nordeste;colon;nao metastaticos;II;>=60;3;8;79
2012;nordeste;colon;nao metastaticos;III;<60;4;14;104
2012;nordeste;colon;nao metastaticos;III;>=60;4;14;96
2012;nordeste;colon;metastaticos;IV;<60;20;37;94
2012;nordeste;colon;metastaticos;IV;>=60;18;35;80
2012;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;6
2012;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;5
2012;nordeste;juncao retossigmoide;nao metastaticos;II;<60;1;2;17
2012;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;1;2;20
2012;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;4;17
2012;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;0;1;15
2012;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;6;21
2012;nordeste;juncao retossigmoide;metastaticos;IV;>=60;2;3;15
2012;nordeste;reto;nao metastaticos;I;<60;1;1;14
2012;nordeste;reto;nao metastaticos;I;>=60;2;3;20
2012;nordeste;reto;nao metastaticos;II;<60;4;6;59
2012;nordeste;reto;nao metastaticos;II;>=60;9;18;97
2012;nordeste;reto;nao metastaticos;III;<60;3;11;61
2012;nordeste;reto;nao metastaticos;III;>=60;7;17;100
2012;nordeste;reto;metastaticos;IV;<60;12;22;47
2012;nordeste;reto;metastaticos;IV;>=60;13;21;56
2012;norte;colon;nao metastaticos;I;<60;0;0;2
2012;norte;colon;nao metastaticos;II;<60;1;4;22
2012;norte;colon;nao metastaticos;II;>=60;2;2;4
2012;norte;colon;nao metastaticos;III;<60;0;1;18
2012;norte;colon;nao metastaticos;III;>=60;0;3;19
2012;norte;colon;metastaticos;IV;<60;5;9;12
2012;norte;colon;metastaticos;IV;>=60;3;6;18
2012;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2012;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;1
2012;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2012;norte;juncao retossigmoide;nao metastaticos;III;<60;0;1;2
2012;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;0;1
2012;norte;juncao retossigmoide;metastaticos;IV;<60;0;1;2
2012;norte;juncao retossigmoide;metastaticos;IV;>=60;1;1;1
2012;norte;reto;nao metastaticos;I;>=60;0;0;1
2012;norte;reto;nao metastaticos;II;<60;0;3;10
2012;norte;reto;nao metastaticos;II;>=60;0;1;8
2012;norte;reto;nao metastaticos;III;<60;0;5;16
2012;norte;reto;nao metastaticos;III;>=60;1;4;9
2012;norte;reto;metastaticos;IV;<60;2;3;12
2012;norte;reto;metastaticos;IV;>=60;4;5;10
